Date,F.Y,QUARTER,P_NO,PAYMENT TYPE,TYPE OF PRODUCT,Quantity,Price,Amount,TYPE OF ACCESSORY/MOBILE
9/4/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,16008.92,16508.92,MIDRANGE PHONE
9/7/2018,2018-2019,2,P/M/A24,CREDIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
9/7/2018,2018-2019,2,P/M/A42,MOBILE PAYMENTS,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
9/7/2018,2018-2019,2,P/M/A57,DEBIT,MOBILE,1,7526.78,8026.78,BUDGET PHONE
9/7/2018,2018-2019,2,P/M/A59,MOBILE PAYMENTS,MOBILE,1,12883.92,13383.92,BUDGET PHONE
9/7/2018,2018-2019,2,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11098.22,11598.22,BUDGET PHONE
9/9/2019,2019-2020,2,P/M/A10,CREDIT,MOBILE,1,16008.92,16508.92,MIDRANGE PHONE
9/9/2019,2019-2020,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,16008.92,16508.92,MIDRANGE PHONE
9/13/2019,2019-2020,2,P/M/A10,CASH,MOBILE,1,16008.92,16508.92,MIDRANGE PHONE
9/8/2018,2018-2019,2,P/A/26,CASH,ACCESSORY,1,2169.5,2669.5,CHARGER 
9/8/2018,2018-2019,2,P/A/39,MOBILE PAYMENTS,ACCESSORY,1,474.58,974.58,COVER
9/15/2019,2019-2020,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,16008.92,16508.92,MIDRANGE PHONE
9/17/2019,2019-2020,2,P/M/A10,CREDIT,MOBILE,1,16008.92,16508.92,MIDRANGE PHONE
9/8/2018,2018-2019,2,P/M/A55,CASH,MOBILE,1,6375,6875,BUDGET PHONE
9/8/2018,2018-2019,2,P/M/A55,CREDIT,MOBILE,1,6375,6875,BUDGET PHONE
9/8/2018,2018-2019,2,P/M/A55,MOBILE PAYMENTS,MOBILE,1,6375,6875,BUDGET PHONE
9/8/2018,2018-2019,2,P/M/A57,MOBILE PAYMENTS,MOBILE,1,9312.5,9812.5,BUDGET PHONE
9/8/2018,2018-2019,2,P/M/A57,CASH,MOBILE,1,7526.78,8026.78,BUDGET PHONE
9/8/2018,2018-2019,2,P/M/A57,DEBIT,MOBILE,1,9312.5,9812.5,BUDGET PHONE
9/8/2018,2018-2019,2,P/M/A75,DEBIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
9/8/2018,2018-2019,2,P/M/A75,CREDIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
9/9/2018,2018-2019,2,P/A/46,CREDIT,ACCESSORY,1,10508.48,11008.48,WIRELESS EARPHONES
9/22/2019,2019-2020,2,P/M/A10,CREDIT,MOBILE,1,16008.92,16508.92,MIDRANGE PHONE
9/9/2018,2018-2019,2,P/M/A23,DEBIT,MOBILE,1,750,1250,BUDGET PHONE
9/9/2018,2018-2019,2,P/M/A55,CASH,MOBILE,1,6375,6875,BUDGET PHONE
9/9/2018,2018-2019,2,P/M/A59,DEBIT,MOBILE,1,11098.22,11598.22,BUDGET PHONE
9/9/2018,2018-2019,2,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11098.22,11598.22,BUDGET PHONE
9/10/2018,2018-2019,2,P/A/46,DEBIT,ACCESSORY,1,10508.48,11008.48,WIRELESS EARPHONES
9/10/2018,2018-2019,2,P/M/A55,CASH,MOBILE,1,6375,6875,BUDGET PHONE
9/10/2018,2018-2019,2,P/M/A57,CASH,MOBILE,1,9312.5,9812.5,BUDGET PHONE
9/10/2018,2018-2019,2,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11098.22,11598.22,BUDGET PHONE
9/11/2018,2018-2019,2,P/A/38,CASH,ACCESSORY,1,2126.28,2626.28,COVER
9/11/2018,2018-2019,2,P/M/A55,DEBIT,MOBILE,1,6375,6875,BUDGET PHONE
9/11/2018,2018-2019,2,P/M/A55,CREDIT,MOBILE,1,6375,6875,BUDGET PHONE
9/12/2018,2018-2019,2,P/A/18,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
9/12/2018,2018-2019,2,P/M/A24,CASH,MOBILE,1,973.22,1473.22,BUDGET PHONE
9/12/2018,2018-2019,2,P/M/A56,DEBIT,MOBILE,1,4866.08,5366.08,BUDGET PHONE
9/12/2018,2018-2019,2,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11098.22,11598.22,BUDGET PHONE
9/13/2018,2018-2019,2,P/A/21,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
9/13/2018,2018-2019,2,P/M/A57,CREDIT,MOBILE,1,9312.5,9812.5,BUDGET PHONE
9/14/2018,2018-2019,2,P/A/49,CASH,ACCESSORY,1,771.18,1271.18,WIRELESS HEADSET
9/15/2018,2018-2019,2,P/A/18,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
9/15/2018,2018-2019,2,P/A/51,DEBIT,ACCESSORY,1,431.36,931.36,WIRELESS HEADSET
9/15/2018,2018-2019,2,P/M/A75,MOBILE PAYMENTS,MOBILE,1,75303.58,75803.58,FLAGSHIP PHONE
9/16/2018,2018-2019,2,P/A/14,MOBILE PAYMENTS,ACCESSORY,1,559.32,1059.32,BATTERY
9/16/2018,2018-2019,2,P/A/18,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
9/16/2018,2018-2019,2,P/M/A54,DEBIT,MOBILE,1,6375,6875,BUDGET PHONE
9/16/2018,2018-2019,2,P/M/A57,DEBIT,MOBILE,1,7526.78,8026.78,BUDGET PHONE
9/17/2018,2018-2019,2,P/A/35,CREDIT,ACCESSORY,1,1788.14,2288.14,COVER
9/18/2018,2018-2019,2,P/A/38,CASH,ACCESSORY,1,2126.28,2626.28,COVER
9/18/2018,2018-2019,2,P/M/A75,DEBIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
9/19/2018,2018-2019,2,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
9/20/2018,2018-2019,2,P/M/A75,CREDIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
9/21/2018,2018-2019,2,P/A/19,MOBILE PAYMENTS,ACCESSORY,1,685.6,1185.6,BATTERY
9/21/2018,2018-2019,2,P/A/19,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
9/12/2018,2018-2019,2,P/M/A63,CREDIT,MOBILE,1,16375,16875,MIDRANGE PHONE
9/21/2018,2018-2019,2,P/M/A24,MOBILE PAYMENTS,MOBILE,1,928.58,1428.58,BUDGET PHONE
9/21/2018,2018-2019,2,P/M/A29,MOBILE PAYMENTS,MOBILE,1,571.42,1071.42,BUDGET PHONE
9/21/2018,2018-2019,2,P/M/A33,CREDIT,MOBILE,1,9232.14,9732.14,BUDGET PHONE
9/21/2018,2018-2019,2,P/M/A33,MOBILE PAYMENTS,MOBILE,1,9232.14,9732.14,BUDGET PHONE
9/21/2018,2018-2019,2,P/M/A33,MOBILE PAYMENTS,MOBILE,1,9232.14,9732.14,BUDGET PHONE
9/21/2018,2018-2019,2,P/M/A34,CASH,MOBILE,1,12803.58,13303.58,BUDGET PHONE
9/21/2018,2018-2019,2,P/M/A34,MOBILE PAYMENTS,MOBILE,1,12803.58,13303.58,BUDGET PHONE
9/21/2018,2018-2019,2,P/M/A56,DEBIT,MOBILE,1,5026.78,5526.78,BUDGET PHONE
9/21/2018,2018-2019,2,P/M/A57,CASH,MOBILE,1,7526.78,8026.78,BUDGET PHONE
9/22/2018,2018-2019,2,P/A/22,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
9/22/2018,2018-2019,2,P/A/26,CREDIT,ACCESSORY,1,1703.38,2203.38,CHARGER 
9/22/2018,2018-2019,2,P/M/A33,DEBIT,MOBILE,6,8339.28,53035.71,BUDGET PHONE
9/22/2018,2018-2019,2,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11098.22,11598.22,BUDGET PHONE
9/22/2018,2018-2019,2,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11098.22,11598.22,BUDGET PHONE
9/22/2018,2018-2019,2,P/M/A59,MOBILE PAYMENTS,MOBILE,1,12883.92,13383.92,BUDGET PHONE
9/22/2018,2018-2019,2,P/M/A59,MOBILE PAYMENTS,MOBILE,1,12883.92,13383.92,BUDGET PHONE
9/23/2018,2018-2019,2,P/A/26,MOBILE PAYMENTS,ACCESSORY,1,2295.76,2795.76,CHARGER 
9/23/2018,2018-2019,2,P/A/38,CASH,ACCESSORY,1,2042.38,2542.38,COVER
9/23/2018,2018-2019,2,P/A/8,MOBILE PAYMENTS,ACCESSORY,1,23652.54,24152.54,GALAXY WATCH
9/23/2018,2018-2019,2,P/M/A42,DEBIT,MOBILE,1,54767.86,55267.86,FLAGSHIP PHONE
7/23/2019,2019-2020,2,P/T/S6,CASH,TABLET,1,16448.3,16948.3,MIDRANGE TAB
8/6/2019,2019-2020,2,P/T/S6,MOBILE PAYMENTS,TABLET,1,16448.3,16948.3,MIDRANGE TAB
9/23/2018,2018-2019,2,P/M/A75,CREDIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
9/23/2018,2018-2019,2,P/M/A76,MOBILE PAYMENTS,MOBILE,1,61999.1,62499.1,FLAGSHIP PHONE
9/24/2018,2018-2019,2,P/A/38,MOBILE PAYMENTS,ACCESSORY,1,2042.38,2542.38,COVER
9/24/2018,2018-2019,2,P/A/46,CREDIT,ACCESSORY,1,10432.2,10932.2,WIRELESS EARPHONES
9/24/2018,2018-2019,2,P/M/A55,MOBILE PAYMENTS,MOBILE,1,6375,6875,BUDGET PHONE
9/24/2018,2018-2019,2,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
9/24/2018,2018-2019,2,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
9/25/2018,2018-2019,2,P/A/19,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
9/25/2018,2018-2019,2,P/A/21,DEBIT,ACCESSORY,1,474.58,974.58,CHARGER 
8/20/2019,2019-2020,2,P/T/S6,MOBILE PAYMENTS,TABLET,1,16448.3,16948.3,MIDRANGE TAB
9/25/2018,2018-2019,2,P/T/S1,MOBILE PAYMENTS,TABLET,1,7550.84,8050.84,BUDGET TABLET
9/26/2018,2018-2019,2,P/A/11,CREDIT,ACCESSORY,1,474.58,974.58,BATTERY
9/26/2018,2018-2019,2,P/M/A24,DEBIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
9/26/2018,2018-2019,2,P/M/A24,DEBIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
9/26/2018,2018-2019,2,P/M/A59,CASH,MOBILE,1,11098.22,11598.22,BUDGET PHONE
9/26/2018,2018-2019,2,P/M/A59,CREDIT,MOBILE,1,11098.22,11598.22,BUDGET PHONE
9/27/2018,2018-2019,2,P/A/41,MOBILE PAYMENTS,ACCESSORY,1,983.06,1483.06,POWER BANK
9/27/2018,2018-2019,2,P/M/A40,MOBILE PAYMENTS,MOBILE,1,44133.92,44633.92,PREMIUM MIDRANGE PHONE
9/27/2018,2018-2019,2,P/M/A57,CREDIT,MOBILE,1,7526.78,8026.78,BUDGET PHONE
9/23/2019,2019-2020,2,P/T/S6,CASH,TABLET,1,16448.3,16948.3,MIDRANGE TAB
9/28/2018,2018-2019,2,P/M/A23,CREDIT,MOBILE,1,750,1250,BUDGET PHONE
9/28/2018,2018-2019,2,P/M/A23,DEBIT,MOBILE,1,750,1250,BUDGET PHONE
9/28/2018,2018-2019,2,P/M/A57,MOBILE PAYMENTS,MOBILE,1,7526.78,8026.78,BUDGET PHONE
9/28/2018,2018-2019,2,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11991.08,12491.08,BUDGET PHONE
9/28/2018,2018-2019,2,P/M/A75,DEBIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
9/28/2018,2018-2019,2,P/M/A75,CREDIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
9/29/2018,2018-2019,2,P/A/47,DEBIT,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
9/29/2018,2018-2019,2,P/M/A55,DEBIT,MOBILE,1,6375,6875,BUDGET PHONE
9/30/2018,2018-2019,2,P/M/A24,CASH,MOBILE,1,973.22,1473.22,BUDGET PHONE
9/30/2018,2018-2019,2,P/M/A60,DEBIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
9/30/2018,2018-2019,2,P/M/A75,MOBILE PAYMENTS,MOBILE,1,60125,60625,FLAGSHIP PHONE
7/1/2020,2020-2021,2,P/T/S6,CASH,TABLET,1,26448.3,26948.3,MIDRANGE TAB
7/30/2020,2020-2021,2,P/T/S6,CREDIT,TABLET,1,26448.3,26948.3,MIDRANGE TAB
8/12/2020,2020-2021,2,P/T/S6,CREDIT,TABLET,1,26448.3,26948.3,MIDRANGE TAB
8/25/2020,2020-2021,2,P/T/S6,DEBIT,TABLET,1,26448.3,26948.3,MIDRANGE TAB
8/27/2020,2020-2021,2,P/T/S6,CASH,TABLET,1,26448.3,26948.3,MIDRANGE TAB
9/4/2020,2020-2021,2,P/M/A9,CREDIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
9/30/2020,2020-2021,2,P/M/A9,CREDIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
9/30/2020,2020-2021,2,P/M/A9,DEBIT,MOBILE,1,16448.3,16948.3,MIDRANGE PHONE
7/5/2020,2020-2021,2,P/T/S6,CREDIT,TABLET,1,26448.3,26948.3,MIDRANGE TAB
9/11/2020,2020-2021,2,P/M/A9,CREDIT,MOBILE,1,16448.31,16948.31,MIDRANGE PHONE
9/17/2020,2020-2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16448.31,16948.31,MIDRANGE PHONE
7/4/2018,2018-2019,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/8/2018,2018-2019,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/11/2018,2018-2019,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/12/2018,2018-2019,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/14/2018,2018-2019,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/14/2018,2018-2019,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/14/2018,2018-2019,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/18/2018,2018-2019,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/18/2018,2018-2019,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/19/2018,2018-2019,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/21/2018,2018-2019,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/23/2018,2018-2019,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/24/2018,2018-2019,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/25/2018,2018-2019,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/26/2018,2018-2019,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/29/2018,2018-2019,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/30/2018,2018-2019,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/30/2018,2018-2019,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/30/2018,2018-2019,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/2/2018,2018-2019,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/2/2018,2018-2019,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/2/2018,2018-2019,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/3/2018,2018-2019,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/4/2018,2018-2019,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/5/2018,2018-2019,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/5/2018,2018-2019,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/6/2018,2018-2019,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/7/2018,2018-2019,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/7/2018,2018-2019,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/14/2018,2018-2019,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/16/2018,2018-2019,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/16/2018,2018-2019,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/18/2018,2018-2019,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/18/2018,2018-2019,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/19/2018,2018-2019,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/20/2018,2018-2019,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/21/2018,2018-2019,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
7/14/2019,2019-2020,2,P/M/A20,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
8/27/2020,2020-2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16777.12,17277.12,MIDRANGE PHONE
9/29/2019,2019-2020,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,16828.58,17328.58,MIDRANGE PHONE
7/6/2020,2020-2021,2,P/M/A11,CREDIT,MOBILE,1,16835.6,17335.6,MIDRANGE PHONE
7/3/2020,2020-2021,2,P/M/A9,CREDIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
7/4/2020,2020-2021,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
7/5/2020,2020-2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
7/8/2020,2020-2021,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
7/9/2020,2020-2021,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
7/9/2020,2020-2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
7/10/2020,2020-2021,2,P/M/A9,CREDIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
7/24/2020,2020-2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
7/27/2020,2020-2021,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
7/28/2020,2020-2021,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
7/31/2020,2020-2021,2,P/M/A9,CREDIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
7/31/2020,2020-2021,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
8/5/2020,2020-2021,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
8/5/2020,2020-2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
8/17/2020,2020-2021,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
8/18/2020,2020-2021,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
8/20/2020,2020-2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
8/25/2020,2020-2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
8/28/2020,2020-2021,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
8/31/2020,2020-2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
8/31/2020,2020-2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
9/8/2020,2020-2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
8/20/2019,2019-2020,2,P/M/A10,CREDIT,MOBILE,1,17348.21,17848.21,MIDRANGE PHONE
7/1/2018,2018-2019,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/1/2019,2019-2020,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/3/2019,2019-2020,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/4/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/5/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/6/2019,2019-2020,2,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/7/2019,2019-2020,2,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/7/2019,2019-2020,2,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/8/2019,2019-2020,2,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/11/2019,2019-2020,2,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/13/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/13/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/14/2019,2019-2020,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/15/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/21/2019,2019-2020,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/21/2019,2019-2020,2,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/21/2019,2019-2020,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/23/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/24/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/25/2019,2019-2020,2,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/25/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/27/2019,2019-2020,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/29/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/31/2019,2019-2020,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/2/2019,2019-2020,2,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/4/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/4/2019,2019-2020,2,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/4/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/8/2019,2019-2020,2,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/10/2019,2019-2020,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/11/2019,2019-2020,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/11/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/11/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/15/2019,2019-2020,2,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/16/2019,2019-2020,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/18/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/18/2019,2019-2020,2,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/23/2019,2019-2020,2,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/23/2019,2019-2020,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
8/23/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
9/3/2019,2019-2020,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
7/5/2020,2020-2021,2,P/M/A11,DEBIT,MOBILE,1,17355.93,17855.93,MIDRANGE PHONE
7/5/2020,2020-2021,2,P/M/A11,MOBILE PAYMENTS,MOBILE,1,17355.94,17855.94,MIDRANGE PHONE
7/30/2020,2020-2021,2,P/M/A11,CREDIT,MOBILE,1,17355.94,17855.94,MIDRANGE PHONE
7/28/2019,2019-2020,2,P/M/A71,CASH,MOBILE,1,17794.64,18294.64,MIDRANGE PHONE
9/8/2019,2019-2020,2,P/M/A71,DEBIT,MOBILE,1,17794.64,18294.64,MIDRANGE PHONE
7/1/2020,2020-2021,2,P/M/A9,DEBIT,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
7/3/2020,2020-2021,2,P/M/A9,CASH,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
7/8/2020,2020-2021,2,P/M/A9,CREDIT,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
7/9/2020,2020-2021,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
7/13/2020,2020-2021,2,P/M/A9,CREDIT,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
8/4/2019,2019-2020,2,P/M/A10,CREDIT,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
8/8/2019,2019-2020,2,P/M/A10,CREDIT,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
8/11/2019,2019-2020,2,P/M/A10,CREDIT,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
